index	date	traffic	Entity	Class	DayOfWeek	DayOfMonth	WeekOfYear	Month	Year	DaysFromStart	Delta
1456	2023-12-27	1758.7999999999997	A	High	2	27	52	12	2023	1456.0	19.049999999999955
1457	2023-12-28	1734.8499999999997	A	High	3	28	52	12	2023	1457.0	-23.950000000000045
1458	2023-12-29	1698.8999999999996	A	High	4	29	52	12	2023	1458.0	-35.950000000000045
1459	2023-12-30	1768.9499999999998	A	High	5	30	52	12	2023	1459.0	70.05000000000018
1460	2023-12-31	1751.9999999999998	A	High	6	31	52	12	2023	1460.0	-16.950000000000045
1461	2024-01-01	1745.0499999999997	A	High	0	1	1	1	2024	1461.0	-6.9500000000000455
1462	2024-01-02	1728.0999999999997	A	High	1	2	1	1	2024	1462.0	-16.950000000000045
1463	2024-01-03	1726.1499999999996	A	High	2	3	1	1	2024	1463.0	-1.9500000000000455
1464	2024-01-04	1766.1999999999998	A	High	3	4	1	1	2024	1464.0	40.05000000000018
1465	2024-01-05	1700.2499999999998	A	High	4	5	1	1	2024	1465.0	-65.95000000000005
1466	2024-01-06	1736.2999999999997	A	High	5	6	1	1	2024	1466.0	36.049999999999955
1467	2024-01-07	1671.3499999999997	A	High	6	7	1	1	2024	1467.0	-64.95000000000005
1468	2024-01-08	1688.3999999999996	A	High	0	8	2	1	2024	1468.0	17.049999999999955
1469	2024-01-09	1725.4499999999998	A	High	1	9	2	1	2024	1469.0	37.05000000000018
1470	2024-01-10	1699.4999999999998	A	High	2	10	2	1	2024	1470.0	-25.950000000000045
1471	2024-01-11	1702.5499999999997	A	High	3	11	2	1	2024	1471.0	3.0499999999999545
1472	2024-01-12	1677.5999999999997	A	High	4	12	2	1	2024	1472.0	-24.950000000000045
1473	2024-01-13	1695.6499999999996	A	High	5	13	2	1	2024	1473.0	18.049999999999955
1474	2024-01-14	1706.6999999999998	A	High	6	14	2	1	2024	1474.0	11.050000000000182
1475	2024-01-15	1672.7499999999998	A	High	0	15	3	1	2024	1475.0	-33.950000000000045
1476	2024-01-16	1691.7999999999997	A	High	1	16	3	1	2024	1476.0	19.049999999999955
1477	2024-01-17	1695.8499999999997	A	High	2	17	3	1	2024	1477.0	4.0499999999999545
1478	2024-01-18	1632.8999999999996	A	High	3	18	3	1	2024	1478.0	-62.950000000000045
1479	2024-01-19	1667.9499999999998	A	High	4	19	3	1	2024	1479.0	35.05000000000018
1480	2024-01-20	1659.9999999999998	A	High	5	20	3	1	2024	1480.0	-7.9500000000000455
1481	2024-01-21	1614.0499999999997	A	High	6	21	3	1	2024	1481.0	-45.950000000000045
1482	2024-01-22	1624.0999999999997	A	High	0	22	4	1	2024	1482.0	10.049999999999955
1483	2024-01-23	1632.1499999999996	A	High	1	23	4	1	2024	1483.0	8.049999999999955
1484	2024-01-24	1653.1999999999998	A	High	2	24	4	1	2024	1484.0	21.050000000000182
1485	2024-01-25	1625.2499999999998	A	High	3	25	4	1	2024	1485.0	-27.950000000000045
1486	2024-01-26	1604.2999999999997	A	High	4	26	4	1	2024	1486.0	-20.950000000000045
1487	2024-01-27	1594.3499999999997	A	High	5	27	4	1	2024	1487.0	-9.950000000000045
1488	2024-01-28	1589.3999999999996	A	High	6	28	4	1	2024	1488.0	-4.9500000000000455
1489	2024-01-29	1630.4499999999998	A	High	0	29	5	1	2024	1489.0	41.05000000000018
1490	2024-01-30	1668.4999999999998	A	High	1	30	5	1	2024	1490.0	38.049999999999955
1491	2024-01-31	1616.5499999999997	A	High	2	31	5	1	2024	1491.0	-51.950000000000045
1492	2024-02-01	1604.5999999999997	A	High	3	1	5	2	2024	1492.0	-11.950000000000045
1493	2024-02-02	1594.6499999999996	A	High	4	2	5	2	2024	1493.0	-9.950000000000045
1494	2024-02-03	1578.6999999999998	A	High	5	3	5	2	2024	1494.0	-15.949999999999818
1495	2024-02-04	1635.7499999999998	A	High	6	4	5	2	2024	1495.0	57.049999999999955
1496	2024-02-05	1575.7999999999997	A	High	0	5	6	2	2024	1496.0	-59.950000000000045
1497	2024-02-06	1628.8499999999997	A	High	1	6	6	2	2024	1497.0	53.049999999999955
1498	2024-02-07	1556.8999999999996	A	High	2	7	6	2	2024	1498.0	-71.95000000000005
1499	2024-02-08	1565.9499999999998	A	High	3	8	6	2	2024	1499.0	9.050000000000182
1500	2024-02-09	1637.9999999999998	A	High	4	9	6	2	2024	1500.0	72.04999999999995
1501	2024-02-10	1611.0499999999997	A	High	5	10	6	2	2024	1501.0	-26.950000000000045
1502	2024-02-11	1555.0999999999997	A	High	6	11	6	2	2024	1502.0	-55.950000000000045
1503	2024-02-12	1563.1499999999996	A	High	0	12	7	2	2024	1503.0	8.049999999999955
1504	2024-02-13	1555.1999999999998	A	High	1	13	7	2	2024	1504.0	-7.949999999999818
1505	2024-02-14	1635.2499999999998	A	High	2	14	7	2	2024	1505.0	80.04999999999995
1506	2024-02-15	1620.2999999999997	A	High	3	15	7	2	2024	1506.0	-14.950000000000045
1507	2024-02-16	1607.3499999999997	A	High	4	16	7	2	2024	1507.0	-12.950000000000045
1508	2024-02-17	1555.3999999999996	A	High	5	17	7	2	2024	1508.0	-51.950000000000045
1509	2024-02-18	1625.4499999999998	A	High	6	18	7	2	2024	1509.0	70.05000000000018
1510	2024-02-19	1582.4999999999998	A	High	0	19	8	2	2024	1510.0	-42.950000000000045
1511	2024-02-20	1594.5499999999997	A	High	1	20	8	2	2024	1511.0	12.049999999999955
1512	2024-02-21	1627.5999999999997	A	High	2	21	8	2	2024	1512.0	33.049999999999955
1513	2024-02-22	1627.6499999999996	A	High	3	22	8	2	2024	1513.0	0.049999999999954525
1514	2024-02-23	1623.6999999999998	A	High	4	23	8	2	2024	1514.0	-3.949999999999818
1515	2024-02-24	1577.7499999999998	A	High	5	24	8	2	2024	1515.0	-45.950000000000045
1516	2024-02-25	1584.7999999999997	A	High	6	25	8	2	2024	1516.0	7.0499999999999545
1517	2024-02-26	1578.8499999999997	A	High	0	26	9	2	2024	1517.0	-5.9500000000000455
1518	2024-02-27	1580.8999999999996	A	High	1	27	9	2	2024	1518.0	2.0499999999999545
1519	2024-02-28	1612.9499999999998	A	High	2	28	9	2	2024	1519.0	32.05000000000018
1520	2024-02-29	1603.9999999999998	A	High	3	29	9	2	2024	1520.0	-8.950000000000045
1521	2024-03-01	1651.0499999999997	A	High	4	1	9	3	2024	1521.0	47.049999999999955
1522	2024-03-02	1658.0999999999997	A	High	5	2	9	3	2024	1522.0	7.0499999999999545
1523	2024-03-03	1652.1499999999996	A	High	6	3	9	3	2024	1523.0	-5.9500000000000455
1524	2024-03-04	1641.1999999999998	A	High	0	4	10	3	2024	1524.0	-10.949999999999818
1525	2024-03-05	1641.2499999999998	A	High	1	5	10	3	2024	1525.0	0.049999999999954525
1526	2024-03-06	1652.2999999999997	A	High	2	6	10	3	2024	1526.0	11.049999999999955
1527	2024-03-07	1632.3499999999997	A	High	3	7	10	3	2024	1527.0	-19.950000000000045
1528	2024-03-08	1618.3999999999996	A	High	4	8	10	3	2024	1528.0	-13.950000000000045
1529	2024-03-09	1630.4499999999998	A	High	5	9	10	3	2024	1529.0	12.050000000000182
1530	2024-03-10	1658.4999999999998	A	High	6	10	10	3	2024	1530.0	28.049999999999955
1531	2024-03-11	1656.5499999999997	A	High	0	11	11	3	2024	1531.0	-1.9500000000000455
1532	2024-03-12	1685.5999999999997	A	High	1	12	11	3	2024	1532.0	29.049999999999955
1533	2024-03-13	1715.6499999999996	A	High	2	13	11	3	2024	1533.0	30.049999999999955
1534	2024-03-14	1713.6999999999998	A	High	3	14	11	3	2024	1534.0	-1.949999999999818
1535	2024-03-15	1697.7499999999998	A	High	4	15	11	3	2024	1535.0	-15.950000000000045
1536	2024-03-16	1734.7999999999997	A	High	5	16	11	3	2024	1536.0	37.049999999999955
1537	2024-03-17	1720.8499999999997	A	High	6	17	11	3	2024	1537.0	-13.950000000000045
1538	2024-03-18	1679.8999999999996	A	High	0	18	12	3	2024	1538.0	-40.950000000000045
1539	2024-03-19	1750.9499999999998	A	High	1	19	12	3	2024	1539.0	71.05000000000018
1540	2024-03-20	1744.9999999999998	A	High	2	20	12	3	2024	1540.0	-5.9500000000000455
1541	2024-03-21	1729.0499999999997	A	High	3	21	12	3	2024	1541.0	-15.950000000000045
1542	2024-03-22	1751.0999999999997	A	High	4	22	12	3	2024	1542.0	22.049999999999955
1543	2024-03-23	1731.1499999999996	A	High	5	23	12	3	2024	1543.0	-19.950000000000045
1544	2024-03-24	1736.1999999999998	A	High	6	24	12	3	2024	1544.0	5.050000000000182
1545	2024-03-25	1733.2499999999998	A	High	0	25	13	3	2024	1545.0	-2.9500000000000455
1546	2024-03-26	1810.2999999999997	A	High	1	26	13	3	2024	1546.0	77.04999999999995
1547	2024-03-27	1751.3499999999997	A	High	2	27	13	3	2024	1547.0	-58.950000000000045
1548	2024-03-28	1808.3999999999996	A	High	3	28	13	3	2024	1548.0	57.049999999999955
1549	2024-03-29	1807.4499999999998	A	High	4	29	13	3	2024	1549.0	-0.9499999999998181
1550	2024-03-30	1793.4999999999998	A	High	5	30	13	3	2024	1550.0	-13.950000000000045
1551	2024-03-31	1815.5499999999997	A	High	6	31	13	3	2024	1551.0	22.049999999999955
1552	2024-04-01	1843.5999999999997	A	High	0	1	14	4	2024	1552.0	28.049999999999955
1553	2024-04-02	1791.6499999999996	A	High	1	2	14	4	2024	1553.0	-51.950000000000045
1554	2024-04-03	1829.6999999999998	A	High	2	3	14	4	2024	1554.0	38.05000000000018
1555	2024-04-04	1833.7499999999998	A	High	3	4	14	4	2024	1555.0	4.0499999999999545
1556	2024-04-05	1803.7999999999997	A	High	4	5	14	4	2024	1556.0	-29.950000000000045
1557	2024-04-06	1811.8499999999997	A	High	5	6	14	4	2024	1557.0	8.049999999999955
1558	2024-04-07	1795.8999999999996	A	High	6	7	14	4	2024	1558.0	-15.950000000000045
1559	2024-04-08	1789.9499999999998	A	High	0	8	15	4	2024	1559.0	-5.949999999999818
1560	2024-04-09	1815.9999999999998	A	High	1	9	15	4	2024	1560.0	26.049999999999955
1561	2024-04-10	1852.0499999999997	A	High	2	10	15	4	2024	1561.0	36.049999999999955
1562	2024-04-11	1850.0999999999997	A	High	3	11	15	4	2024	1562.0	-1.9500000000000455
1563	2024-04-12	1835.1499999999996	A	High	4	12	15	4	2024	1563.0	-14.950000000000045
1564	2024-04-13	1820.1999999999998	A	High	5	13	15	4	2024	1564.0	-14.949999999999818
1565	2024-04-14	1816.2499999999998	A	High	6	14	15	4	2024	1565.0	-3.9500000000000455
1566	2024-04-15	1813.2999999999997	A	High	0	15	16	4	2024	1566.0	-2.9500000000000455
1567	2024-04-16	1850.3499999999997	A	High	1	16	16	4	2024	1567.0	37.049999999999955
1568	2024-04-17	1835.3999999999996	A	High	2	17	16	4	2024	1568.0	-14.950000000000045
1569	2024-04-18	1819.4499999999998	A	High	3	18	16	4	2024	1569.0	-15.949999999999818
1570	2024-04-19	1812.4999999999998	A	High	4	19	16	4	2024	1570.0	-6.9500000000000455
1571	2024-04-20	1884.5499999999997	A	High	5	20	16	4	2024	1571.0	72.04999999999995
1572	2024-04-21	1885.5999999999997	A	High	6	21	16	4	2024	1572.0	1.0499999999999545
1573	2024-04-22	1863.6499999999996	A	High	0	22	17	4	2024	1573.0	-21.950000000000045
1574	2024-04-23	1842.6999999999998	A	High	1	23	17	4	2024	1574.0	-20.949999999999818
1575	2024-04-24	1826.7499999999998	A	High	2	24	17	4	2024	1575.0	-15.950000000000045
1576	2024-04-25	1859.7999999999997	A	High	3	25	17	4	2024	1576.0	33.049999999999955
1577	2024-04-26	1858.8499999999997	A	High	4	26	17	4	2024	1577.0	-0.9500000000000455
1578	2024-04-27	1829.8999999999996	A	High	5	27	17	4	2024	1578.0	-28.950000000000045
1579	2024-04-28	1890.9499999999998	A	High	6	28	17	4	2024	1579.0	61.05000000000018
1580	2024-04-29	1831.9999999999998	A	High	0	29	18	4	2024	1580.0	-58.950000000000045
1581	2024-04-30	1832.0499999999997	A	High	1	30	18	4	2024	1581.0	0.049999999999954525
1582	2024-05-01	1868.0999999999997	A	High	2	1	18	5	2024	1582.0	36.049999999999955
1583	2024-05-02	1857.1499999999996	A	High	3	2	18	5	2024	1583.0	-10.950000000000045
1584	2024-05-03	1857.1999999999998	A	High	4	3	18	5	2024	1584.0	0.0500000000001819
1585	2024-05-04	1846.2499999999998	A	High	5	4	18	5	2024	1585.0	-10.950000000000045
1586	2024-05-05	1832.2999999999997	A	High	6	5	18	5	2024	1586.0	-13.950000000000045
1587	2024-05-06	1806.3499999999997	A	High	0	6	19	5	2024	1587.0	-25.950000000000045
1588	2024-05-07	1823.3999999999996	A	High	1	7	19	5	2024	1588.0	17.049999999999955
1589	2024-05-08	1843.4499999999998	A	High	2	8	19	5	2024	1589.0	20.050000000000182
1590	2024-05-09	1824.4999999999998	A	High	3	9	19	5	2024	1590.0	-18.950000000000045
1591	2024-05-10	1817.5499999999997	A	High	4	10	19	5	2024	1591.0	-6.9500000000000455
1592	2024-05-11	1793.5999999999997	A	High	5	11	19	5	2024	1592.0	-23.950000000000045
1593	2024-05-12	1789.6499999999996	A	High	6	12	19	5	2024	1593.0	-3.9500000000000455
1594	2024-05-13	1798.6999999999998	A	High	0	13	20	5	2024	1594.0	9.050000000000182
1595	2024-05-14	1773.7499999999998	A	High	1	14	20	5	2024	1595.0	-24.950000000000045
1596	2024-05-15	1777.7999999999997	A	High	2	15	20	5	2024	1596.0	4.0499999999999545
1597	2024-05-16	1816.8499999999997	A	High	3	16	20	5	2024	1597.0	39.049999999999955
1598	2024-05-17	1841.8999999999996	A	High	4	17	20	5	2024	1598.0	25.049999999999955
1599	2024-05-18	1799.9499999999998	A	High	5	18	20	5	2024	1599.0	-41.94999999999982
1600	2024-05-19	1790.9999999999998	A	High	6	19	20	5	2024	1600.0	-8.950000000000045
1601	2024-05-20	1775.0499999999997	A	High	0	20	21	5	2024	1601.0	-15.950000000000045
1602	2024-05-21	1808.0999999999997	A	High	1	21	21	5	2024	1602.0	33.049999999999955
1603	2024-05-22	1775.1499999999996	A	High	2	22	21	5	2024	1603.0	-32.950000000000045
1604	2024-05-23	1815.1999999999998	A	High	3	23	21	5	2024	1604.0	40.05000000000018
1605	2024-05-24	1776.2499999999998	A	High	4	24	21	5	2024	1605.0	-38.950000000000045
1606	2024-05-25	1791.2999999999997	A	High	5	25	21	5	2024	1606.0	15.049999999999955
1607	2024-05-26	1715.3499999999997	A	High	6	26	21	5	2024	1607.0	-75.95000000000005
1608	2024-05-27	1767.3999999999996	A	High	0	27	22	5	2024	1608.0	52.049999999999955
1609	2024-05-28	1723.4499999999998	A	High	1	28	22	5	2024	1609.0	-43.94999999999982
1610	2024-05-29	1745.4999999999998	A	High	2	29	22	5	2024	1610.0	22.049999999999955
1611	2024-05-30	1768.5499999999997	A	High	3	30	22	5	2024	1611.0	23.049999999999955
1612	2024-05-31	1764.5999999999997	A	High	4	31	22	5	2024	1612.0	-3.9500000000000455
1613	2024-06-01	1762.6499999999996	A	High	5	1	22	6	2024	1613.0	-1.9500000000000455
1614	2024-06-02	1720.6999999999998	A	High	6	2	22	6	2024	1614.0	-41.94999999999982
1615	2024-06-03	1705.7499999999998	A	High	0	3	23	6	2024	1615.0	-14.950000000000045
1616	2024-06-04	1760.7999999999997	A	High	1	4	23	6	2024	1616.0	55.049999999999955
1617	2024-06-05	1734.8499999999997	A	High	2	5	23	6	2024	1617.0	-25.950000000000045
1618	2024-06-06	1704.8999999999996	A	High	3	6	23	6	2024	1618.0	-29.950000000000045
1619	2024-06-07	1748.9499999999998	A	High	4	7	23	6	2024	1619.0	44.05000000000018
1620	2024-06-08	1704.9999999999998	A	High	5	8	23	6	2024	1620.0	-43.950000000000045
1621	2024-06-09	1703.0499999999997	A	High	6	9	23	6	2024	1621.0	-1.9500000000000455
1622	2024-06-10	1713.0999999999997	A	High	0	10	24	6	2024	1622.0	10.049999999999955
1623	2024-06-11	1682.1499999999996	A	High	1	11	24	6	2024	1623.0	-30.950000000000045
1624	2024-06-12	1714.1999999999998	A	High	2	12	24	6	2024	1624.0	32.05000000000018
1625	2024-06-13	1749.2499999999998	A	High	3	13	24	6	2024	1625.0	35.049999999999955
1626	2024-06-14	1701.2999999999997	A	High	4	14	24	6	2024	1626.0	-47.950000000000045
1627	2024-06-15	1691.3499999999997	A	High	5	15	24	6	2024	1627.0	-9.950000000000045
1628	2024-06-16	1682.3999999999996	A	High	6	16	24	6	2024	1628.0	-8.950000000000045
1629	2024-06-17	1733.4499999999998	A	High	0	17	25	6	2024	1629.0	51.05000000000018
1630	2024-06-18	1720.4999999999998	A	High	1	18	25	6	2024	1630.0	-12.950000000000045
1631	2024-06-19	1717.5499999999997	A	High	2	19	25	6	2024	1631.0	-2.9500000000000455
1632	2024-06-20	1711.5999999999997	A	High	3	20	25	6	2024	1632.0	-5.9500000000000455
1633	2024-06-21	1680.6499999999996	A	High	4	21	25	6	2024	1633.0	-30.950000000000045
1634	2024-06-22	1706.6999999999998	A	High	5	22	25	6	2024	1634.0	26.050000000000182
1635	2024-06-23	1738.7499999999998	A	High	6	23	25	6	2024	1635.0	32.049999999999955
1636	2024-06-24	1698.7999999999997	A	High	0	24	26	6	2024	1636.0	-39.950000000000045
1637	2024-06-25	1757.8499999999997	A	High	1	25	26	6	2024	1637.0	59.049999999999955
1638	2024-06-26	1713.8999999999996	A	High	2	26	26	6	2024	1638.0	-43.950000000000045
1639	2024-06-27	1780.9499999999998	A	High	3	27	26	6	2024	1639.0	67.05000000000018
1640	2024-06-28	1756.9999999999998	A	High	4	28	26	6	2024	1640.0	-23.950000000000045
1641	2024-06-29	1757.0499999999997	A	High	5	29	26	6	2024	1641.0	0.049999999999954525
1642	2024-06-30	1725.0999999999997	A	High	6	30	26	6	2024	1642.0	-31.950000000000045
1643	2024-07-01	1732.1499999999996	A	High	0	1	27	7	2024	1643.0	7.0499999999999545
1644	2024-07-02	1749.1999999999998	A	High	1	2	27	7	2024	1644.0	17.050000000000182
1645	2024-07-03	1792.2499999999998	A	High	2	3	27	7	2024	1645.0	43.049999999999955
1646	2024-07-04	1794.2999999999997	A	High	3	4	27	7	2024	1646.0	2.0499999999999545
1647	2024-07-05	1804.3499999999997	A	High	4	5	27	7	2024	1647.0	10.049999999999955
1648	2024-07-06	1736.3999999999996	A	High	5	6	27	7	2024	1648.0	-67.95000000000005
1649	2024-07-07	1747.4499999999998	A	High	6	7	27	7	2024	1649.0	11.050000000000182
1650	2024-07-08	1819.4999999999998	A	High	0	8	28	7	2024	1650.0	72.04999999999995
1651	2024-07-09	1770.5499999999997	A	High	1	9	28	7	2024	1651.0	-48.950000000000045
1652	2024-07-10	1801.5999999999997	A	High	2	10	28	7	2024	1652.0	31.049999999999955
1653	2024-07-11	1762.6499999999996	A	High	3	11	28	7	2024	1653.0	-38.950000000000045
1654	2024-07-12	1811.6999999999998	A	High	4	12	28	7	2024	1654.0	49.05000000000018
1655	2024-07-13	1810.7499999999998	A	High	5	13	28	7	2024	1655.0	-0.9500000000000455
1656	2024-07-14	1804.7999999999997	A	High	6	14	28	7	2024	1656.0	-5.9500000000000455
1657	2024-07-15	1794.8499999999997	A	High	0	15	29	7	2024	1657.0	-9.950000000000045
1658	2024-07-16	1812.8999999999996	A	High	1	16	29	7	2024	1658.0	18.049999999999955
1659	2024-07-17	1865.9499999999998	A	High	2	17	29	7	2024	1659.0	53.05000000000018
1660	2024-07-18	1835.9999999999998	A	High	3	18	29	7	2024	1660.0	-29.950000000000045
1661	2024-07-19	1827.0499999999997	A	High	4	19	29	7	2024	1661.0	-8.950000000000045
1662	2024-07-20	1880.0999999999997	A	High	5	20	29	7	2024	1662.0	53.049999999999955
1663	2024-07-21	1894.1499999999996	A	High	6	21	29	7	2024	1663.0	14.049999999999955
1664	2024-07-22	1871.1999999999998	A	High	0	22	30	7	2024	1664.0	-22.949999999999818
1665	2024-07-23	1911.2499999999998	A	High	1	23	30	7	2024	1665.0	40.049999999999955
1666	2024-07-24	1926.2999999999997	A	High	2	24	30	7	2024	1666.0	15.049999999999955
1667	2024-07-25	1880.3499999999997	A	High	3	25	30	7	2024	1667.0	-45.950000000000045
1668	2024-07-26	1913.3999999999996	A	High	4	26	30	7	2024	1668.0	33.049999999999955
1669	2024-07-27	1902.4499999999996	A	High	5	27	30	7	2024	1669.0	-10.950000000000045
1670	2024-07-28	1882.4999999999998	A	High	6	28	30	7	2024	1670.0	-19.949999999999818
1671	2024-07-29	1910.5499999999997	A	High	0	29	31	7	2024	1671.0	28.049999999999955
1672	2024-07-30	1929.5999999999997	A	High	1	30	31	7	2024	1672.0	19.049999999999955
1673	2024-07-31	1943.6499999999996	A	High	2	31	31	7	2024	1673.0	14.049999999999955
1674	2024-08-01	1957.6999999999996	A	High	3	1	31	8	2024	1674.0	14.049999999999955
1675	2024-08-02	1955.7499999999998	A	High	4	2	31	8	2024	1675.0	-1.949999999999818
1676	2024-08-03	1953.7999999999997	A	High	5	3	31	8	2024	1676.0	-1.9500000000000455
1677	2024-08-04	1961.8499999999997	A	High	6	4	31	8	2024	1677.0	8.049999999999955
1678	2024-08-05	1953.8999999999996	A	High	0	5	32	8	2024	1678.0	-7.9500000000000455
1679	2024-08-06	1926.9499999999996	A	High	1	6	32	8	2024	1679.0	-26.950000000000045
1680	2024-08-07	1936.9999999999998	A	High	2	7	32	8	2024	1680.0	10.050000000000182
1681	2024-08-08	2007.0499999999997	A	High	3	8	32	8	2024	1681.0	70.04999999999995
1682	2024-08-09	1971.0999999999997	A	High	4	9	32	8	2024	1682.0	-35.950000000000045
1683	2024-08-10	1985.1499999999996	A	High	5	10	32	8	2024	1683.0	14.049999999999955
1684	2024-08-11	1943.1999999999996	A	High	6	11	32	8	2024	1684.0	-41.950000000000045
1685	2024-08-12	1981.2499999999998	A	High	0	12	33	8	2024	1685.0	38.05000000000018
1686	2024-08-13	2021.2999999999997	A	High	1	13	33	8	2024	1686.0	40.049999999999955
1687	2024-08-14	2014.3499999999997	A	High	2	14	33	8	2024	1687.0	-6.9500000000000455
1688	2024-08-15	1981.3999999999996	A	High	3	15	33	8	2024	1688.0	-32.950000000000045
1689	2024-08-16	1934.4499999999996	A	High	4	16	33	8	2024	1689.0	-46.950000000000045
1690	2024-08-17	2014.4999999999998	A	High	5	17	33	8	2024	1690.0	80.05000000000018
1691	2024-08-18	1987.5499999999997	A	High	6	18	33	8	2024	1691.0	-26.950000000000045
1692	2024-08-19	2029.5999999999997	A	High	0	19	34	8	2024	1692.0	42.049999999999955
1693	2024-08-20	1952.6499999999996	A	High	1	20	34	8	2024	1693.0	-76.95000000000005
1694	2024-08-21	1956.6999999999996	A	High	2	21	34	8	2024	1694.0	4.0499999999999545
1695	2024-08-22	1999.7499999999998	A	High	3	22	34	8	2024	1695.0	43.05000000000018
1696	2024-08-23	1986.7999999999997	A	High	4	23	34	8	2024	1696.0	-12.950000000000045
1697	2024-08-24	1996.8499999999997	A	High	5	24	34	8	2024	1697.0	10.049999999999955
1698	2024-08-25	2021.8999999999996	A	High	6	25	34	8	2024	1698.0	25.049999999999955
1699	2024-08-26	1971.9499999999996	A	High	0	26	35	8	2024	1699.0	-49.950000000000045
1700	2024-08-27	1969.9999999999998	A	High	1	27	35	8	2024	1700.0	-1.949999999999818
1701	2024-08-28	1944.0499999999997	A	High	2	28	35	8	2024	1701.0	-25.950000000000045
1702	2024-08-29	1989.0999999999997	A	High	3	29	35	8	2024	1702.0	45.049999999999955
1703	2024-08-30	1944.1499999999996	A	High	4	30	35	8	2024	1703.0	-44.950000000000045
1704	2024-08-31	1979.1999999999996	A	High	5	31	35	8	2024	1704.0	35.049999999999955
1705	2024-09-01	1958.2499999999998	A	High	6	1	35	9	2024	1705.0	-20.949999999999818
1706	2024-09-02	1941.2999999999997	A	High	0	2	36	9	2024	1706.0	-16.950000000000045
1707	2024-09-03	1939.3499999999997	A	High	1	3	36	9	2024	1707.0	-1.9500000000000455
1708	2024-09-04	1982.3999999999996	A	High	2	4	36	9	2024	1708.0	43.049999999999955
1709	2024-09-05	1928.4499999999996	A	High	3	5	36	9	2024	1709.0	-53.950000000000045
1710	2024-09-06	1919.4999999999998	A	High	4	6	36	9	2024	1710.0	-8.949999999999818
1711	2024-09-07	1911.5499999999997	A	High	5	7	36	9	2024	1711.0	-7.9500000000000455
1712	2024-09-08	1976.5999999999997	A	High	6	8	36	9	2024	1712.0	65.04999999999995
1713	2024-09-09	1984.6499999999996	A	High	0	9	37	9	2024	1713.0	8.049999999999955
1714	2024-09-10	1946.6999999999996	A	High	1	10	37	9	2024	1714.0	-37.950000000000045
1715	2024-09-11	1929.7499999999998	A	High	2	11	37	9	2024	1715.0	-16.949999999999818
1716	2024-09-12	1915.7999999999997	A	High	3	12	37	9	2024	1716.0	-13.950000000000045
1717	2024-09-13	1949.8499999999997	A	High	4	13	37	9	2024	1717.0	34.049999999999955
1718	2024-09-14	1949.8999999999996	A	High	5	14	37	9	2024	1718.0	0.049999999999954525
1719	2024-09-15	1943.9499999999996	A	High	6	15	37	9	2024	1719.0	-5.9500000000000455
1720	2024-09-16	1909.9999999999998	A	High	0	16	38	9	2024	1720.0	-33.94999999999982
1721	2024-09-17	1912.0499999999997	A	High	1	17	38	9	2024	1721.0	2.0499999999999545
1722	2024-09-18	1950.0999999999997	A	High	2	18	38	9	2024	1722.0	38.049999999999955
1723	2024-09-19	1956.1499999999996	A	High	3	19	38	9	2024	1723.0	6.0499999999999545
1724	2024-09-20	1880.1999999999996	A	High	4	20	38	9	2024	1724.0	-75.95000000000005
1725	2024-09-21	1901.2499999999998	A	High	5	21	38	9	2024	1725.0	21.050000000000182
1726	2024-09-22	1865.2999999999997	A	High	6	22	38	9	2024	1726.0	-35.950000000000045
1727	2024-09-23	1916.3499999999997	A	High	0	23	39	9	2024	1727.0	51.049999999999955
1728	2024-09-24	1886.3999999999996	A	High	1	24	39	9	2024	1728.0	-29.950000000000045
1729	2024-09-25	1919.4499999999996	A	High	2	25	39	9	2024	1729.0	33.049999999999955
1730	2024-09-26	1871.4999999999998	A	High	3	26	39	9	2024	1730.0	-47.94999999999982
1731	2024-09-27	1856.5499999999997	A	High	4	27	39	9	2024	1731.0	-14.950000000000045
1732	2024-09-28	1843.5999999999997	A	High	5	28	39	9	2024	1732.0	-12.950000000000045
1733	2024-09-29	1887.6499999999996	A	High	6	29	39	9	2024	1733.0	44.049999999999955
1734	2024-09-30	1853.6999999999996	A	High	0	30	40	9	2024	1734.0	-33.950000000000045
1735	2024-10-01	1859.7499999999998	A	High	1	1	40	10	2024	1735.0	6.050000000000182
1736	2024-10-02	1832.7999999999997	A	High	2	2	40	10	2024	1736.0	-26.950000000000045
1737	2024-10-03	1884.8499999999997	A	High	3	3	40	10	2024	1737.0	52.049999999999955
1738	2024-10-04	1894.8999999999996	A	High	4	4	40	10	2024	1738.0	10.049999999999955
1739	2024-10-05	1893.9499999999996	A	High	5	5	40	10	2024	1739.0	-0.9500000000000455
1740	2024-10-06	1820.9999999999998	A	High	6	6	40	10	2024	1740.0	-72.94999999999982
1741	2024-10-07	1876.0499999999997	A	High	0	7	41	10	2024	1741.0	55.049999999999955
1742	2024-10-08	1852.0999999999997	A	High	1	8	41	10	2024	1742.0	-23.950000000000045
1743	2024-10-09	1862.1499999999996	A	High	2	9	41	10	2024	1743.0	10.049999999999955
1744	2024-10-10	1827.1999999999996	A	High	3	10	41	10	2024	1744.0	-34.950000000000045
1745	2024-10-11	1879.2499999999998	A	High	4	11	41	10	2024	1745.0	52.05000000000018
1746	2024-10-12	1859.2999999999997	A	High	5	12	41	10	2024	1746.0	-19.950000000000045
1747	2024-10-13	1862.3499999999997	A	High	6	13	41	10	2024	1747.0	3.0499999999999545
